date,user_id,variant,channel,segment,step
2025-11-01,u74,control,push,returning,impression
2025-11-01,u75,control,push,returning,impression
2025-11-01,u76,control,push,returning,impression
2025-11-01,u77,control,web,new,impression
2025-11-01,u78,control,web,new,impression
2025-11-01,u79,control,web,new,impression
2025-11-01,u80,control,web,new,impression
2025-11-01,u81,control,web,new,impression
2025-11-01,u82,control,web,new,impression
2025-11-01,u83,control,web,new,impression
2025-11-01,u84,control,web,new,impression
2025-11-01,u85,control,web,new,impression
2025-11-01,u85,control,web,new,click
2025-11-01,u86,control,web,new,impression
2025-11-01,u87,control,web,new,impression
2025-11-01,u88,control,web,new,impression
2025-11-01,u89,control,web,new,impression
2025-11-01,u90,control,web,new,impression
2025-11-01,u91,control,web,new,impression
2025-11-01,u92,control,web,new,impression
2025-11-01,u93,control,web,new,impression
2025-11-01,u94,control,web,new,impression
2025-11-01,u95,control,web,new,impression
2025-11-01,u96,control,web,new,impression
2025-11-01,u97,control,web,new,impression
2025-11-01,u98,control,web,new,impression
2025-11-01,u99,control,web,returning,impression
2025-11-01,u100,control,web,returning,impression
2025-11-01,u101,control,web,returning,impression
2025-11-01,u102,control,web,returning,impression
2025-11-01,u103,control,web,returning,impression
2025-11-01,u104,control,web,returning,impression
2025-11-01,u105,control,web,returning,impression
2025-11-01,u106,control,web,returning,impression
2025-11-01,u106,control,web,returning,click
2025-11-01,u107,control,web,returning,impression
2025-11-01,u108,control,web,returning,impression
2025-11-01,u109,control,web,returning,impression
2025-11-01,u110,control,web,returning,impression
2025-11-01,u111,control,web,returning,impression
2025-11-01,u112,control,web,returning,impression
2025-11-01,u113,control,web,returning,impression
2025-11-01,u114,control,web,returning,impression
2025-11-01,u115,control,web,returning,impression
2025-11-01,u116,control,web,returning,impression
2025-11-01,u117,control,web,returning,impression
2025-11-01,u118,control,web,returning,impression
2025-11-01,u119,control,web,returning,impression
2025-11-01,u120,control,web,returning,impression
2025-11-01,u121,control,web,returning,impression
2025-11-01,u122,test,email,new,impression
2025-11-01,u123,test,email,new,impression
2025-11-01,u124,test,email,new,impression
2025-11-01,u124,test,email,new,click
2025-11-01,u124,test,email,new,apply
2025-11-01,u125,test,email,new,impression
2025-11-01,u126,test,email,new,impression
2025-11-01,u126,test,email,new,click
2025-11-01,u127,test,email,new,impression
2025-11-01,u127,test,email,new,click
2025-11-01,u127,test,email,new,apply
2025-11-01,u127,test,email,new,approve
2025-11-01,u128,test,email,new,impression
2025-11-01,u129,test,email,new,impression
2025-11-01,u130,test,email,new,impression
2025-11-01,u131,test,email,new,impression
2025-11-01,u132,test,email,new,impression
2025-11-01,u133,test,email,new,impression
2025-11-01,u134,test,email,new,impression
2025-11-01,u135,test,email,new,impression
2025-11-01,u136,test,email,new,impression
2025-11-01,u137,test,email,new,impression
2025-11-01,u138,test,email,new,impression
2025-11-01,u139,test,email,new,impression
2025-11-01,u139,test,email,new,click
2025-11-01,u140,test,email,new,impression
2025-11-01,u141,test,email,new,impression
2025-11-01,u142,test,email,returning,impression
2025-11-01,u143,test,email,returning,impression
2025-11-01,u143,test,email,returning,click
2025-11-01,u144,test,email,returning,impression
2025-11-01,u145,test,email,returning,impression
2025-11-01,u145,test,email,returning,click
2025-11-01,u146,test,email,returning,impression
2025-11-01,u147,test,email,returning,impression
2025-11-01,u148,test,email,returning,impression
2025-11-01,u149,test,email,returning,impression
2025-11-01,u150,test,email,returning,impression
2025-11-01,u151,test,email,returning,impression
2025-11-01,u151,test,email,returning,click
2025-11-01,u152,test,email,returning,impression
2025-11-01,u153,test,email,returning,impression
2025-11-01,u153,test,email,returning,click
2025-11-01,u154,test,email,returning,impression
2025-11-01,u155,test,email,returning,impression
2025-11-01,u155,test,email,returning,click
2025-11-01,u155,test,email,returning,apply
2025-11-01,u156,test,email,returning,impression
2025-11-01,u157,test,email,returning,impression
2025-11-01,u158,test,email,returning,impression
2025-11-01,u159,test,email,returning,impression
2025-11-01,u160,test,email,returning,impression
2025-11-01,u161,test,email,returning,impression
2025-11-01,u162,test,email,returning,impression
2025-11-01,u162,test,email,returning,click
2025-11-01,u163,test,push,new,impression
2025-11-01,u164,test,push,new,impression
2025-11-01,u165,test,push,new,impression
2025-11-01,u166,test,push,new,impression
2025-11-01,u167,test,push,new,impression
2025-11-01,u168,test,push,new,impression
2025-11-01,u169,test,push,new,impression
2025-11-01,u170,test,push,new,impression
2025-11-01,u170,test,push,new,click
2025-11-01,u171,test,push,new,impression
2025-11-01,u171,test,push,new,click
2025-11-01,u172,test,push,new,impression
2025-11-01,u172,test,push,new,click
2025-11-01,u173,test,push,new,impression
2025-11-01,u174,test,push,new,impression
2025-11-01,u175,test,push,new,impression
2025-11-01,u175,test,push,new,click
2025-11-01,u176,test,push,new,impression
2025-11-01,u177,test,push,new,impression
2025-11-01,u177,test,push,new,click
2025-11-01,u177,test,push,new,apply
2025-11-01,u178,test,push,new,impression
2025-11-01,u179,test,push,new,impression
2025-11-01,u180,test,push,returning,impression
2025-11-01,u180,test,push,returning,click
2025-11-01,u181,test,push,returning,impression
2025-11-01,u182,test,push,returning,impression
2025-11-01,u183,test,push,returning,impression
2025-11-01,u184,test,push,returning,impression
2025-11-01,u185,test,push,returning,impression
2025-11-01,u186,test,push,returning,impression
2025-11-01,u187,test,push,returning,impression
2025-11-01,u188,test,push,returning,impression
2025-11-01,u189,test,push,returning,impression
2025-11-01,u190,test,push,returning,impression
2025-11-01,u191,test,push,returning,impression
2025-11-01,u192,test,push,returning,impression
2025-11-01,u192,test,push,returning,click
2025-11-01,u193,test,push,returning,impression
2025-11-01,u194,test,push,returning,impression
2025-11-01,u194,test,push,returning,click
2025-11-01,u195,test,push,returning,impression
2025-11-01,u196,test,push,returning,impression
2025-11-01,u197,test,push,returning,impression
2025-11-01,u198,test,web,new,impression
2025-11-01,u199,test,web,new,impression
2025-11-01,u200,test,web,new,impression
2025-11-01,u201,test,web,new,impression
2025-11-01,u202,test,web,new,impression
2025-11-01,u203,test,web,new,impression
2025-11-01,u204,test,web,new,impression
2025-11-01,u205,test,web,new,impression
2025-11-01,u206,test,web,new,impression
2025-11-01,u207,test,web,new,impression
2025-11-01,u208,test,web,new,impression
2025-11-01,u209,test,web,new,impression
2025-11-01,u210,test,web,new,impression
2025-11-01,u211,test,web,new,impression
2025-11-01,u212,test,web,new,impression
2025-11-01,u213,test,web,new,impression
2025-11-01,u214,test,web,new,impression
2025-11-01,u215,test,web,new,impression
2025-11-01,u216,test,web,new,impression
2025-11-01,u217,test,web,new,impression
2025-11-01,u218,test,web,new,impression
2025-11-01,u219,test,web,new,impression
2025-11-01,u220,test,web,returning,impression
2025-11-01,u221,test,web,returning,impression
2025-11-01,u221,test,web,returning,click
2025-11-01,u222,test,web,returning,impression
2025-11-01,u223,test,web,returning,impression
2025-11-01,u224,test,web,returning,impression
2025-11-01,u225,test,web,returning,impression
2025-11-01,u226,test,web,returning,impression
2025-11-01,u227,test,web,returning,impression
2025-11-01,u228,test,web,returning,impression
2025-11-01,u229,test,web,returning,impression
2025-11-01,u230,test,web,returning,impression
2025-11-01,u231,test,web,returning,impression
2025-11-01,u232,test,web,returning,impression
2025-11-01,u232,test,web,returning,click
2025-11-01,u233,test,web,returning,impression
2025-11-01,u234,test,web,returning,impression
2025-11-01,u235,test,web,returning,impression
2025-11-01,u235,test,web,returning,click
2025-11-01,u236,test,web,returning,impression
2025-11-01,u237,test,web,returning,impression
2025-11-01,u238,test,web,returning,impression
2025-11-01,u238,test,web,returning,click
2025-11-01,u239,test,web,returning,impression
2025-11-01,u240,test,web,returning,impression
2025-11-01,u241,test,web,returning,impression
2025-11-01,u242,test,web,returning,impression
2025-11-02,u243,control,email,new,impression
2025-11-02,u244,control,email,new,impression
2025-11-02,u245,control,email,new,impression
2025-11-02,u246,control,email,new,impression
2025-11-02,u247,control,email,new,impression
2025-11-02,u248,control,email,new,impression
2025-11-02,u249,control,email,new,impression
2025-11-02,u250,control,email,new,impression
2025-11-02,u251,control,email,new,impression
2025-11-02,u252,control,email,new,impression
2025-11-02,u253,control,email,new,impression
2025-11-02,u254,control,email,new,impression
2025-11-02,u255,control,email,new,impression
2025-11-02,u256,control,email,new,impression
2025-11-02,u257,control,email,new,impression
2025-11-02,u258,control,email,new,impression
2025-11-02,u258,control,email,new,click
2025-11-02,u259,control,email,new,impression
2025-11-02,u260,control,email,new,impression
2025-11-02,u261,control,email,new,impression
2025-11-02,u262,control,email,new,impression
2025-11-02,u263,control,email,new,impression
2025-11-02,u264,control,email,new,impression
2025-11-02,u265,control,email,new,impression
2025-11-02,u266,control,email,returning,impression
2025-11-02,u267,control,email,returning,impression
2025-11-02,u268,control,email,returning,impression
2025-11-02,u269,control,email,returning,impression
2025-11-02,u270,control,email,returning,impression
2025-11-02,u271,control,email,returning,impression
2025-11-02,u272,control,email,returning,impression
2025-11-02,u272,control,email,returning,click
2025-11-02,u273,control,email,returning,impression
2025-11-02,u274,control,email,returning,impression
2025-11-02,u275,control,email,returning,impression
2025-11-02,u276,control,email,returning,impression
2025-11-02,u276,control,email,returning,click
2025-11-02,u277,control,email,returning,impression
2025-11-02,u278,control,email,returning,impression
2025-11-02,u279,control,email,returning,impression
2025-11-02,u280,control,email,returning,impression
2025-11-02,u281,control,email,returning,impression
2025-11-02,u281,control,email,returning,click
2025-11-02,u282,control,email,returning,impression
2025-11-02,u283,control,email,returning,impression
2025-11-02,u283,control,email,returning,click
2025-11-02,u284,control,email,returning,impression
2025-11-02,u285,control,email,returning,impression
2025-11-02,u286,control,email,returning,impression
2025-11-02,u287,control,email,returning,impression
2025-11-02,u288,control,email,returning,impression
2025-11-02,u289,control,email,returning,impression
2025-11-02,u290,control,push,new,impression
2025-11-02,u291,control,push,new,impression
2025-11-02,u292,control,push,new,impression
2025-11-02,u293,control,push,new,impression
2025-11-02,u294,control,push,new,impression
2025-11-02,u295,control,push,new,impression
2025-11-02,u296,control,push,new,impression
2025-11-02,u297,control,push,new,impression
2025-11-02,u298,control,push,new,impression
2025-11-02,u299,control,push,new,impression
2025-11-02,u300,control,push,new,impression
2025-11-02,u301,control,push,new,impression
2025-11-02,u302,control,push,new,impression
2025-11-02,u303,control,push,new,impression
2025-11-02,u304,control,push,new,impression
2025-11-02,u305,control,push,new,impression
2025-11-02,u306,control,push,new,impression
2025-11-02,u307,control,push,new,impression
2025-11-02,u308,control,push,new,impression
2025-11-02,u309,control,push,returning,impression
2025-11-02,u310,control,push,returning,impression
2025-11-02,u311,control,push,returning,impression
2025-11-02,u312,control,push,returning,impression
2025-11-02,u313,control,push,returning,impression
2025-11-02,u314,control,push,returning,impression
2025-11-02,u315,control,push,returning,impression
2025-11-02,u316,control,push,returning,impression
2025-11-02,u317,control,push,returning,impression
2025-11-02,u318,control,push,returning,impression
2025-11-02,u319,control,push,returning,impression
2025-11-02,u319,control,push,returning,click
2025-11-02,u320,control,push,returning,impression
2025-11-02,u321,control,push,returning,impression
2025-11-02,u322,control,push,returning,impression
2025-11-02,u323,control,push,returning,impression
2025-11-02,u324,control,push,returning,impression
2025-11-02,u324,control,push,returning,click
2025-11-02,u325,control,push,returning,impression
2025-11-02,u326,control,push,returning,impression
2025-11-02,u327,control,push,returning,impression
2025-11-02,u328,control,push,returning,impression
2025-11-02,u329,control,web,new,impression
2025-11-02,u330,control,web,new,impression
2025-11-02,u331,control,web,new,impression
2025-11-02,u332,control,web,new,impression
2025-11-02,u333,control,web,new,impression
2025-11-02,u334,control,web,new,impression
2025-11-02,u335,control,web,new,impression
2025-11-02,u336,control,web,new,impression
2025-11-02,u337,control,web,new,impression
2025-11-02,u338,control,web,new,impression
2025-11-02,u339,control,web,new,impression
2025-11-02,u340,control,web,new,impression
2025-11-02,u341,control,web,new,impression
2025-11-02,u342,control,web,new,impression
2025-11-02,u343,control,web,new,impression
2025-11-02,u344,control,web,new,impression
2025-11-02,u345,control,web,new,impression
2025-11-02,u346,control,web,new,impression
2025-11-02,u347,control,web,new,impression
2025-11-02,u348,control,web,new,impression
2025-11-02,u349,control,web,new,impression
2025-11-02,u350,control,web,new,impression
2025-11-02,u351,control,web,new,impression
2025-11-02,u352,control,web,new,impression
2025-11-02,u353,control,web,new,impression
2025-11-02,u354,control,web,returning,impression
2025-11-02,u355,control,web,returning,impression
2025-11-02,u356,control,web,returning,impression
2025-11-02,u357,control,web,returning,impression
2025-11-02,u358,control,web,returning,impression
2025-11-02,u359,control,web,returning,impression
2025-11-02,u360,control,web,returning,impression
2025-11-02,u361,control,web,returning,impression
2025-11-02,u362,control,web,returning,impression
2025-11-02,u363,control,web,returning,impression
2025-11-02,u364,control,web,returning,impression
2025-11-02,u365,control,web,returning,impression
2025-11-02,u366,control,web,returning,impression
2025-11-02,u366,control,web,returning,click
2025-11-02,u366,control,web,returning,apply
2025-11-02,u366,control,web,returning,approve
2025-11-02,u367,control,web,returning,impression
2025-11-02,u368,control,web,returning,impression
2025-11-02,u369,control,web,returning,impression
2025-11-02,u370,control,web,returning,impression
2025-11-02,u371,control,web,returning,impression
2025-11-02,u372,control,web,returning,impression
2025-11-02,u372,control,web,returning,click
2025-11-02,u373,control,web,returning,impression
2025-11-02,u374,control,web,returning,impression
2025-11-02,u375,control,web,returning,impression
2025-11-02,u376,control,web,returning,impression
2025-11-02,u376,control,web,returning,click
2025-11-02,u377,control,web,returning,impression
2025-11-02,u378,control,web,returning,impression
2025-11-02,u379,control,web,returning,impression
2025-11-02,u380,test,email,new,impression
2025-11-02,u381,test,email,new,impression
2025-11-02,u382,test,email,new,impression
2025-11-02,u383,test,email,new,impression
2025-11-02,u384,test,email,new,impression
2025-11-02,u385,test,email,new,impression
2025-11-02,u386,test,email,new,impression
2025-11-02,u387,test,email,new,impression
2025-11-02,u388,test,email,new,impression
2025-11-02,u389,test,email,new,impression
2025-11-02,u390,test,email,new,impression
2025-11-02,u391,test,email,new,impression
2025-11-02,u392,test,email,new,impression
2025-11-02,u393,test,email,new,impression
2025-11-02,u394,test,email,new,impression
2025-11-02,u395,test,email,new,impression
2025-11-02,u396,test,email,new,impression
2025-11-02,u397,test,email,new,impression
2025-11-02,u398,test,email,new,impression
2025-11-02,u399,test,email,new,impression
2025-11-02,u399,test,email,new,click
2025-11-02,u400,test,email,new,impression
2025-11-02,u401,test,email,new,impression
2025-11-02,u402,test,email,new,impression
2025-11-02,u403,test,email,returning,impression
2025-11-02,u404,test,email,returning,impression
2025-11-02,u405,test,email,returning,impression
2025-11-02,u406,test,email,returning,impression
2025-11-02,u407,test,email,returning,impression
2025-11-02,u408,test,email,returning,impression
2025-11-02,u409,test,email,returning,impression
2025-11-02,u410,test,email,returning,impression
2025-11-02,u410,test,email,returning,click
2025-11-02,u411,test,email,returning,impression
2025-11-02,u412,test,email,returning,impression
2025-11-02,u412,test,email,returning,click
2025-11-02,u413,test,email,returning,impression
2025-11-02,u413,test,email,returning,click
2025-11-02,u413,test,email,returning,apply
2025-11-02,u413,test,email,returning,approve
2025-11-02,u414,test,email,returning,impression
2025-11-02,u415,test,email,returning,impression
2025-11-02,u416,test,email,returning,impression
2025-11-02,u417,test,email,returning,impression
2025-11-02,u418,test,email,returning,impression
2025-11-02,u418,test,email,returning,click
2025-11-02,u419,test,email,returning,impression
2025-11-02,u420,test,email,returning,impression
2025-11-02,u421,test,email,returning,impression
2025-11-02,u422,test,email,returning,impression
2025-11-02,u423,test,email,returning,impression
2025-11-02,u424,test,email,returning,impression
2025-11-02,u425,test,email,returning,impression
2025-11-02,u426,test,email,returning,impression
2025-11-02,u427,test,push,new,impression
2025-11-02,u428,test,push,new,impression
2025-11-02,u429,test,push,new,impression
2025-11-02,u430,test,push,new,impression
2025-11-02,u431,test,push,new,impression
2025-11-02,u432,test,push,new,impression
2025-11-02,u433,test,push,new,impression
2025-11-02,u434,test,push,new,impression
2025-11-02,u435,test,push,new,impression
2025-11-02,u436,test,push,new,impression
2025-11-02,u437,test,push,new,impression
2025-11-02,u438,test,push,new,impression
2025-11-02,u439,test,push,new,impression
2025-11-02,u440,test,push,new,impression
2025-11-02,u441,test,push,new,impression
2025-11-02,u441,test,push,new,click
2025-11-02,u442,test,push,new,impression
2025-11-02,u443,test,push,new,impression
2025-11-02,u443,test,push,new,click
2025-11-02,u444,test,push,new,impression
2025-11-02,u444,test,push,new,click
2025-11-02,u445,test,push,new,impression
2025-11-02,u446,test,push,returning,impression
2025-11-02,u447,test,push,returning,impression
2025-11-02,u448,test,push,returning,impression
2025-11-02,u449,test,push,returning,impression
2025-11-02,u450,test,push,returning,impression
2025-11-02,u451,test,push,returning,impression
2025-11-02,u452,test,push,returning,impression
2025-11-02,u453,test,push,returning,impression
2025-11-02,u454,test,push,returning,impression
2025-11-02,u455,test,push,returning,impression
2025-11-02,u456,test,push,returning,impression
2025-11-02,u457,test,push,returning,impression
2025-11-02,u458,test,push,returning,impression
2025-11-02,u459,test,push,returning,impression
2025-11-02,u460,test,push,returning,impression
2025-11-02,u461,test,push,returning,impression
2025-11-02,u462,test,push,returning,impression
2025-11-02,u463,test,push,returning,impression
2025-11-02,u464,test,push,returning,impression
2025-11-02,u465,test,push,returning,impression
2025-11-02,u466,test,web,new,impression
2025-11-02,u467,test,web,new,impression
2025-11-02,u468,test,web,new,impression
2025-11-02,u469,test,web,new,impression
2025-11-02,u470,test,web,new,impression
2025-11-02,u471,test,web,new,impression
2025-11-02,u472,test,web,new,impression
2025-11-02,u473,test,web,new,impression
2025-11-02,u474,test,web,new,impression
2025-11-02,u475,test,web,new,impression
2025-11-02,u476,test,web,new,impression
2025-11-02,u477,test,web,new,impression
2025-11-02,u478,test,web,new,impression
2025-11-02,u479,test,web,new,impression
2025-11-02,u480,test,web,new,impression
2025-11-02,u481,test,web,new,impression
2025-11-02,u481,test,web,new,click
2025-11-02,u482,test,web,new,impression
2025-11-02,u483,test,web,new,impression
2025-11-02,u484,test,web,new,impression
2025-11-02,u485,test,web,new,impression
2025-11-02,u486,test,web,new,impression
2025-11-02,u487,test,web,new,impression
2025-11-02,u488,test,web,new,impression
2025-11-02,u489,test,web,new,impression
2025-11-02,u490,test,web,new,impression
2025-11-02,u491,test,web,returning,impression
2025-11-02,u492,test,web,returning,impression
2025-11-02,u493,test,web,returning,impression
2025-11-02,u494,test,web,returning,impression
2025-11-02,u495,test,web,returning,impression
2025-11-02,u496,test,web,returning,impression
2025-11-02,u497,test,web,returning,impression
2025-11-02,u498,test,web,returning,impression
2025-11-02,u499,test,web,returning,impression
2025-11-02,u500,test,web,returning,impression
2025-11-02,u501,test,web,returning,impression
2025-11-02,u502,test,web,returning,impression
2025-11-02,u503,test,web,returning,impression
2025-11-02,u504,test,web,returning,impression
2025-11-02,u505,test,web,returning,impression
2025-11-02,u506,test,web,returning,impression
2025-11-02,u507,test,web,returning,impression
2025-11-02,u508,test,web,returning,impression
2025-11-02,u509,test,web,returning,impression
2025-11-02,u509,test,web,returning,click
2025-11-02,u509,test,web,returning,apply
2025-11-02,u509,test,web,returning,approve
2025-11-02,u510,test,web,returning,impression
2025-11-02,u511,test,web,returning,impression
2025-11-02,u512,test,web,returning,impression
2025-11-02,u513,test,web,returning,impression
2025-11-02,u514,test,web,returning,impression
2025-11-02,u514,test,web,returning,click
2025-11-02,u515,test,web,returning,impression
2025-11-02,u516,test,web,returning,impression
2025-11-03,u517,control,email,new,impression
2025-11-03,u517,control,email,new,click
2025-11-03,u518,control,email,new,impression
2025-11-03,u519,control,email,new,impression
2025-11-03,u520,control,email,new,impression
2025-11-03,u521,control,email,new,impression
2025-11-03,u522,control,email,new,impression
2025-11-03,u523,control,email,new,impression
2025-11-03,u523,control,email,new,click
2025-11-03,u524,control,email,new,impression
2025-11-03,u525,control,email,new,impression
2025-11-03,u526,control,email,new,impression
2025-11-03,u527,control,email,new,impression
2025-11-03,u528,control,email,new,impression
2025-11-03,u529,control,email,new,impression
2025-11-03,u530,control,email,new,impression
2025-11-03,u531,control,email,new,impression
2025-11-03,u532,control,email,new,impression
2025-11-03,u533,control,email,new,impression
2025-11-03,u534,control,email,new,impression
2025-11-03,u535,control,email,new,impression
2025-11-03,u535,control,email,new,click
2025-11-03,u536,control,email,new,impression
2025-11-03,u536,control,email,new,click
2025-11-03,u537,control,email,new,impression
2025-11-03,u538,control,email,new,impression
2025-11-03,u539,control,email,returning,impression
2025-11-03,u540,control,email,returning,impression
2025-11-03,u541,control,email,returning,impression
2025-11-03,u542,control,email,returning,impression
2025-11-03,u543,control,email,returning,impression
2025-11-03,u543,control,email,returning,click
2025-11-03,u544,control,email,returning,impression
2025-11-03,u545,control,email,returning,impression
2025-11-03,u546,control,email,returning,impression
2025-11-03,u546,control,email,returning,click
2025-11-03,u547,control,email,returning,impression
2025-11-03,u548,control,email,returning,impression
2025-11-03,u549,control,email,returning,impression
2025-11-03,u550,control,email,returning,impression
2025-11-03,u551,control,email,returning,impression
2025-11-03,u552,control,email,returning,impression
2025-11-03,u553,control,email,returning,impression
2025-11-03,u554,control,email,returning,impression
2025-11-03,u555,control,email,returning,impression
2025-11-03,u556,control,email,returning,impression
2025-11-03,u557,control,email,returning,impression
2025-11-03,u557,control,email,returning,click
2025-11-03,u558,control,email,returning,impression
2025-11-03,u559,control,email,returning,impression
2025-11-03,u560,control,email,returning,impression
2025-11-03,u561,control,email,returning,impression
2025-11-03,u562,control,email,returning,impression
2025-11-03,u563,control,push,new,impression
2025-11-03,u564,control,push,new,impression
2025-11-03,u565,control,push,new,impression
2025-11-03,u566,control,push,new,impression
2025-11-03,u567,control,push,new,impression
2025-11-03,u568,control,push,new,impression
2025-11-03,u569,control,push,new,impression
2025-11-03,u569,control,push,new,click
2025-11-03,u570,control,push,new,impression
2025-11-03,u571,control,push,new,impression
2025-11-03,u572,control,push,new,impression
2025-11-03,u573,control,push,new,impression
2025-11-03,u573,control,push,new,click
2025-11-03,u574,control,push,new,impression
2025-11-03,u575,control,push,new,impression
2025-11-03,u576,control,push,new,impression
2025-11-03,u577,control,push,new,impression
2025-11-03,u578,control,push,new,impression
2025-11-03,u579,control,push,new,impression
2025-11-03,u580,control,push,new,impression
2025-11-03,u581,control,push,new,impression
2025-11-03,u582,control,push,returning,impression
2025-11-03,u583,control,push,returning,impression
2025-11-03,u584,control,push,returning,impression
2025-11-03,u585,control,push,returning,impression
2025-11-03,u586,control,push,returning,impression
2025-11-03,u587,control,push,returning,impression
2025-11-03,u588,control,push,returning,impression
2025-11-03,u589,control,push,returning,impression
2025-11-03,u590,control,push,returning,impression
2025-11-03,u591,control,push,returning,impression
2025-11-03,u592,control,push,returning,impression
2025-11-03,u592,control,push,returning,click
2025-11-03,u592,control,push,returning,apply
2025-11-03,u592,control,push,returning,approve
2025-11-03,u593,control,push,returning,impression
2025-11-03,u594,control,push,returning,impression
2025-11-03,u595,control,push,returning,impression
2025-11-03,u596,control,push,returning,impression
2025-11-03,u597,control,push,returning,impression
2025-11-03,u597,control,push,returning,click
2025-11-03,u598,control,push,returning,impression
2025-11-03,u599,control,push,returning,impression
2025-11-03,u599,control,push,returning,click
2025-11-03,u600,control,push,returning,impression
2025-11-03,u601,control,push,returning,impression
2025-11-03,u602,control,web,new,impression
2025-11-03,u603,control,web,new,impression
2025-11-03,u604,control,web,new,impression
2025-11-03,u605,control,web,new,impression
2025-11-03,u606,control,web,new,impression
2025-11-03,u606,control,web,new,click
2025-11-03,u607,control,web,new,impression
2025-11-03,u608,control,web,new,impression
2025-11-03,u609,control,web,new,impression
2025-11-03,u610,control,web,new,impression
2025-11-03,u610,control,web,new,click
2025-11-03,u611,control,web,new,impression
2025-11-03,u612,control,web,new,impression
2025-11-03,u613,control,web,new,impression
2025-11-03,u614,control,web,new,impression
2025-11-03,u615,control,web,new,impression
2025-11-03,u616,control,web,new,impression
2025-11-03,u617,control,web,new,impression
2025-11-03,u618,control,web,new,impression
2025-11-03,u619,control,web,new,impression
2025-11-03,u620,control,web,new,impression
2025-11-03,u621,control,web,new,impression
2025-11-03,u622,control,web,new,impression
2025-11-03,u623,control,web,new,impression
2025-11-03,u624,control,web,new,impression
2025-11-03,u625,control,web,new,impression
2025-11-03,u626,control,web,new,impression
2025-11-03,u627,control,web,returning,impression
2025-11-03,u628,control,web,returning,impression
2025-11-03,u629,control,web,returning,impression
2025-11-03,u630,control,web,returning,impression
2025-11-03,u631,control,web,returning,impression
2025-11-03,u632,control,web,returning,impression
2025-11-03,u632,control,web,returning,click
2025-11-03,u633,control,web,returning,impression
2025-11-03,u634,control,web,returning,impression
2025-11-03,u635,control,web,returning,impression
2025-11-03,u636,control,web,returning,impression
